Unique No,Scheme Code,RTA Scheme Code,AMC Scheme Code,ISIN,AMC Code,Scheme Type,Scheme Plan,Scheme Name,Purchase Allowed,Purchase Transaction mode,Minimum Purchase Amount,Additional Purchase Amount,Maximum Purchase Amount,Purchase Amount Multiplier,Purchase Cutoff Time,Redemption Allowed,Redemption Transaction Mode,Minimum Redemption Qty,Redemption Qty Multiplier,Maximum Redemption Qty,Redemption Amount - Minimum,Redemption Amount â Maximum,Redemption Amount Multiple,Redemption Cut off Time,RTA Agent Code,AMC Active Flag,Dividend Reinvestment Flag,SIP FLAG,STP FLAG,SWP Flag,Switch FLAG,SETTLEMENT TYPE,AMC_IND,Face Value,Start Date,End Date,Exit Load Flag,Exit Load,Lock-in Period Flag,Lock-in Period,Channel Partner Code,ReOpening Date,Unnamed: 43
36932,HDAARGR-GR,AARGR,AARGR,INF179KC1BD7,HDFCMutualFund_MF,DEBT,NORMAL,HDFC MULTI-ASSET ACTIVE FOF REGULAR GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,May 10 2021,May 10 2099,N,0.0,N,0.0,HAARGR,,
37095,HDAARGR-GR-L1,AARGR,AARGR,INF179KC1BD7,HDFCMutualFund_MF,DEBT,NORMAL,HDFC MULTI-ASSET ACTIVE FOF REGULAR GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,0.01,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,May 10 2021,May 10 2099,N,0.0,N,0.0,HAARGR,,
10129,HDACD1D-DP,ACD1D,ACD1D,INF179KA1RX3,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC SMALL CAP FUND - DIRECT PLAN - IDCW PAYOUT OPTION,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,May  3 2017,May  3 2099,N,0.0,N,0.0,HACD1D,,
20517,HDACD1D-DP-L1,ACD1D,ACD1D,INF179KA1RX3,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC SMALL CAP FUND - DIRECT PLAN - IDCW PAYOUT OPTION,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,May  3 2017,May  3 2099,N,0.0,N,0.0,HACD1D,,
35179,HDACD1D-DR,ACD1D,ACD1D,INF179KA1RX3,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC SMALL CAP FUND - DIRECT PLAN - IDCW REINVESTMENT OPTION,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Jun 19 2020,Jun 19 2099,N,0.0,N,0.0,HACD1D,,
35180,HDACD1D-DR-L1,ACD1D,ACD1D,INF179KA1RX3,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC SMALL CAP FUND - DIRECT PLAN - IDCW REINVESTMENT OPTION,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Jun 19 2020,Jun 19 2099,N,0.0,N,0.0,HACD1D,,
10130,HDACD1R-DR,ACD1R,ACD1R,INF179KA1RY1,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC SMALL CAP FUND - DIRECT PLAN - IDCW REINVESTMENT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T2,,10.0,Jul  2 2014,Jul  2 2099,N,0.0,N,0.0,HACD1R,,
10131,HDACDPD-DP,ACDPD,ACDPD,INF179KA1SA9,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC SMALL CAP FUND - REGULAR PLAN - IDCW PAYOUT OPTION,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Jul  2 2014,Jul  2 2099,N,0.0,N,0.0,HACDPD,,
10132,HDACDPD-DP-L1,ACDPD,ACDPD,INF179KA1SA9,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC SMALL CAP FUND - REGULAR PLAN - IDCW PAYOUT OPTION,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Jul  2 2014,Jul  2 2099,N,0.0,N,0.0,HACDPD,,
24102,HDACDPD-DR,ACDPD,ACDPD,INF179KA1SA9,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC SMALL CAP FUND - REGULAR PLAN - IDCW REINVESTMENT OPTION,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HACDPD,,
24103,HDACDPD-DR-L1,ACDPD,ACDPD,INF179KA1SA9,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC SMALL CAP FUND - REGULAR PLAN - IDCW REINVESTMENT OPTION,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,1000.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HACDPD,,
10135,HDACG1G-GR,ACG1G,ACG1G,INF179KA1RW5,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Feb 14 2017,Feb 14 2099,N,0.0,N,0.0,HACG1G,,
21989,HDACG1G-GR-L1,ACG1G,ACG1G,INF179KA1RW5,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Feb 14 2017,Feb 14 2099,N,0.0,N,0.0,HACG1G,,
10136,HDACGPG-GR,ACGPG,ACGPG,INF179KA1RZ8,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Jul  2 2014,Jul  2 2099,N,0.0,N,0.0,HACGPG,,
10137,HDACGPG-GR-L1,ACGPG,ACGPG,INF179KA1RZ8,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1000.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Jul  2 2014,Jul  2 2099,N,0.0,N,0.0,HACGPG,,
35707,HDAFRDQ-DR,AFRDQ,AFRDQ,INF179K01327,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND - RETAIL PLAN - QUARTERLY IDCW REINVESTMENT OPTION,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T2,,10.0,Sep 23 2020,Sep 23 2099,N,0.0,N,0.0,HAFRDQ,,
10841,HDAFWDM-DP,AFWDM,AFWDM,INF179KA1KO7,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - MONTHLY IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Apr 22 2014,Apr 22 2099,N,0.0,N,0.0,HAFWDM,,
10842,HDAFWDM-DP-L1,AFWDM,AFWDM,INF179KA1KO7,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - MONTHLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Apr 22 2014,Apr 22 2099,N,0.0,N,0.0,HAFWDM,,
24045,HDAFWDMP-DR,AFWDM,AFWDM,INF179KA1KO7,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - MONTHLY IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HAFWDM,,
24046,HDAFWDMP-DR-L1,AFWDM,AFWDM,INF179KA1KO7,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - MONTHLY IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HAFWDM,,
10839,HDAFWDQ-DP,AFWDQ,AFWDQ,INF179KA1KM1,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - NORMAL IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Apr 22 2014,Apr 22 2099,N,0.0,N,0.0,HAFWDQ,,
10840,HDAFWDQ-DP-L1,AFWDQ,AFWDQ,INF179KA1KM1,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - NORMAL IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Apr 22 2014,Apr 22 2099,N,0.0,N,0.0,HAFWDQ,,
24047,HDAFWDQP-DR,AFWDQ,AFWDQ,INF179KA1KM1,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - NORMAL IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HAFWDQ,,
24048,HDAFWDQP-DR-L1,AFWDQ,AFWDQ,INF179KA1KM1,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - NORMAL IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HAFWDQ,,
10843,HDAFWDT-DP,AFWDT,AFWDT,INF179KA1KQ2,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND - WHOLESALE PLAN - NORMAL DIVIDEND- DIRECT PLAN-IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Nov  7 2016,Nov  7 2099,N,0.0,N,0.0,HAFWDT,,
20513,HDAFWDT-DP-L1,AFWDT,AFWDT,INF179KA1KQ2,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-NORMAL IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,Y,0.0,N,0.0,HAFWDT,,
10850,HDAFWDT-DR,AFWDT,AFWDT,INF179KA1KQ2,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-NORMAL IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Apr 22 2014,Apr 22 2099,N,0.0,N,0.0,HAFWDT,,
35665,HDAFWDT-DR-L1,AFWDT,AFWDT,INF179KA1KQ2,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-NORMAL IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,0.01,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Sep 21 2020,Sep 21 2099,N,0.0,N,0.0,HAFWDT,,
10854,HDAFWG-GR,AFWG,AFWG,INF179K01343,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Aug 20 2014,Aug 20 2099,N,0.0,N,0.0,HAFWG,,
10855,HDAFWG-GR-L1,AFWG,AFWG,INF179K01343,HDFCMutualFund_MF,HYBRID (NC),NORMAL,HDFC ARBITRAGE FUND-WHOLESALE PLAN - REGULAR PLAN - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Aug 20 2014,Aug 20 2099,N,0.0,N,0.0,HAFWG,,
10845,HDAFWGT-GR,AFWGT,AFWGT,INF179KA1KT6,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Apr 22 2014,Apr 22 2099,N,0.0,N,0.0,HAFWGT,,
24505,HDAFWGT-GR-L1,AFWGT,AFWGT,INF179KA1KT6,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Sep 18 2017,Sep 18 2099,N,0.0,N,0.0,HAFWGT,,
10844,HDAFWMT-DP,AFWMT,AFWMT,INF179KA1KS8,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND - WHOLESALE PLAN -MONTHLY DIVIDEND - DIRECT PLAN-IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Nov  7 2016,Nov  7 2099,N,0.0,N,0.0,HAFWMT,,
20514,HDAFWMT-DP-L1,AFWMT,AFWMT,INF179KA1KS8,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-MONTHLY IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,Y,0.0,N,0.0,HAFWMT,,
10851,HDAFWMT-DR,AFWMT,AFWMT,INF179KA1KS8,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-MONTHLY IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Apr 22 2014,Apr 22 2099,N,0.0,N,0.0,HAFWMT,,
35666,HDAFWMT-DR-L1,AFWMT,AFWMT,INF179KA1KS8,HDFCMutualFund_MF,HYBRID (NC),DIRECT,HDFC ARBITRAGE FUND-WHOLESALE PLAN - DIRECT PLAN-MONTHLY IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,0.01,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Sep 21 2020,Sep 21 2099,N,0.0,N,0.0,HAFWMT,,
16531,HDAIBDT-DP,AIBDT,AIBDT,INF179K01G12,HDFCMutualFund_MF,DEBT,DIRECT,HDFC ANNUAL INTERVAL FUND SERIES 1-PLAN B - DIRECT - NORMAL IDCW PAYOUT,N,P,5000.0,5000.0,0.0,10.0,14:30:00,N,P,50.0,0.001,0.0,500.0,0.0,0.01,15:00:00,CAMS,1,N,N,N,N,N,T1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,HAIBDT,,
16537,HDAIBDT-DP-L1,AIBDT,AIBDT,INF179K01G12,HDFCMutualFund_MF,DEBT,DIRECT,HDFC ANNUAL INTERVAL FUND SERIES 1-PLAN B - DIRECT - NORMAL IDCW PAYOUT,N,P,200000.0,200000.0,0.0,10.0,14:30:00,N,P,50.0,0.001,0.0,500.0,0.0,0.01,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,HAIBDT,,
16530,HDAIBGT-GR,AIBGT,AIBGT,INF179K01G04,HDFCMutualFund_MF,DEBT,DIRECT,HDFC ANNUAL INTERVAL FUND SERIES 1-PLAN B - DIRECT -GROWTH,N,P,5000.0,5000.0,0.0,10.0,14:30:00,N,P,50.0,0.001,0.0,500.0,0.0,0.01,15:00:00,CAMS,1,Z,N,N,N,N,T1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,HAIBGT,,
16536,HDAIBGT-GR-L1,AIBGT,AIBGT,INF179K01G04,HDFCMutualFund_MF,DEBT,DIRECT,HDFC ANNUAL INTERVAL FUND SERIES 1-PLAN B - DIRECT -GROWTH,N,P,200000.0,200000.0,0.0,10.0,14:30:00,N,P,50.0,0.001,0.0,500.0,0.0,0.01,14:30:00,CAMS,1,Z,N,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,HAIBGT,,
16532,HDAIBRT-DR,AIBRT,AIBRT,INF179K01G20,HDFCMutualFund_MF,DEBT,DIRECT,HDFC ANNUAL INTERVAL FUND SERIES 1-PLAN B - DIRECT -NORMAL IDCW REINVESTMENT,N,P,5000.0,5000.0,0.0,10.0,14:30:00,N,P,50.0,0.001,0.0,500.0,0.0,0.01,15:00:00,CAMS,1,Y,N,N,N,N,T1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,HAIBRT,,
16538,HDAIBRT-DR-L1,AIBRT,AIBRT,INF179K01G20,HDFCMutualFund_MF,DEBT,DIRECT,HDFC ANNUAL INTERVAL FUND SERIES 1-PLAN B - DIRECT -NORMAL IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,10.0,14:30:00,N,P,50.0,0.001,0.0,500.0,0.0,0.01,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,HAIBRT,,
24049,HDBFD-DR,BFD,BFD,INF179K01376,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC BALANCED FUND - IDCW REINVESTMENT OPTION,N,P,5000.0,1000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,N,T3,,1.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HBFD,,
24050,HDBFD-DR-L1,BFD,BFD,INF179K01376,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC BALANCED FUND - IDCW REINVESTMENT OPTION,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,1.0,Jul 29 2016,Jul 29 2099,N,0.0,N,0.0,HBFD,,
37214,HDBFDDP-DP,BFDDP,BFDDP,INF179KC1BH8,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BANKING AND FINANCIAL SERVICES FUND DIRECT IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFDDP,,
37369,HDBFDDP-DP-L1,BFDDP,BFDDP,INF179KC1BH8,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BANKING AND FINANCIAL SERVICES FUND DIRECT IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1.0,0.0,0.01,15:00:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFDDP,,
37215,HDBFDDP-DR,BFDDP,BFDDP,INF179KC1BH8,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BANKING AND FINANCIAL SERVICES FUND DIRECT IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFDDP,,
37370,HDBFDDP-DR-L1,BFDDP,BFDDP,INF179KC1BH8,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BANKING AND FINANCIAL SERVICES FUND DIRECT IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,1.0,0.0,0.01,15:00:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFDDP,,
37213,HDBFDGR-GR,BFDGR,BFDGR,INF179KC1BG0,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BANKING AND FINANCIAL SERVICES FUND DIRECT GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFDGR,,
37372,HDBFDGR-GR-L1,BFDGR,BFDGR,INF179KC1BG0,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BANKING AND FINANCIAL SERVICES FUND DIRECT GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1.0,0.0,0.01,15:00:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFDGR,,
24529,HDBFDT-DR,BFDT,BFDT,INF179K01UX2,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BALANCED FUND - DIRECT PLAN - IDCW REINVESTMENT,N,P,5000.0,1000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,N,T3,,10.0,Sep 18 2017,Sep 18 2099,N,0.0,N,0.0,HBFDT,,
24530,HDBFDT-DR-L1,BFDT,BFDT,INF179K01UX2,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BALANCED FUND - DIRECT PLAN - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Sep 18 2017,Sep 18 2099,N,0.0,N,0.0,HBFDT,,
23943,HDBFGT-GR-L1,BFGT,BFGT,INF179K01UZ7,HDFCMutualFund_MF,EQUITY,DIRECT,HDFC BALANCED FUND - DIRECT PLAN - GROWTH OPTION,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,N,N,N,N,L1,,10.0,Jul 14 2017,Jul 14 2099,N,0.0,N,0.0,HBFGT,,
37210,HDBFRDP-DP,BFRDP,BFRDP,INF179KC1BK2,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC BANKING AND FINANCIAL SERVICES FUND REGULAR IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFRDP,,
37373,HDBFRDP-DP-L1,BFRDP,BFRDP,INF179KC1BK2,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC BANKING AND FINANCIAL SERVICES FUND REGULAR IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,1.0,0.0,0.01,15:00:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFRDP,,
37211,HDBFRDP-DR,BFRDP,BFRDP,INF179KC1BK2,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC BANKING AND FINANCIAL SERVICES FUND REGULAR IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFRDP,,
37374,HDBFRDP-DR-L1,BFRDP,BFRDP,INF179KC1BK2,HDFCMutualFund_MF,EQUITY,NORMAL,HDFC BANKING AND FINANCIAL SERVICES FUND REGULAR IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,1.0,0.0,0.01,15:00:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Jul  5 2021,Jul  5 2099,N,0.0,N,0.0,HBFRDP,,
